origin,mag,place,dist_km,depth_km,fs,epoch,pre_1_15,sig_1_15,snr,snr_rms,peak_1_15,az_deg,az,likely,pred_uv,resid_log10,seen,triggered,pre_lo,sig_lo,r_lo,pre_mid,sig_mid,r_mid,pre_hi,sig_hi,r_hi,lo_hi
2026-07-22T18:53:52Z,1.98,"10 km NW of Pinnacles, CA",240.4,3.8,57.0,pre-rdatac,1.127,1.122,1.27,1.0,1.43,148.4,SSE,0,0.836,0.233,0,0,0.843,0.876,1.038,0.719,0.675,0.939,0.475,0.447,0.942,1.102
2026-07-22T18:04:07Z,0.69,"5 km WNW of Little Lake, CA",498.6,2.8,57.0,pre-rdatac,1.237,1.106,1.25,0.89,1.544,122.4,ESE,0,0.006,2.397,0,0,0.959,0.806,0.84,0.759,0.743,0.979,0.483,0.467,0.967,0.869
2026-07-22T18:02:41Z,1.06,"2 km SW of Anderson Springs, CA",35.4,1.2,57.0,pre-rdatac,1.159,1.113,1.41,0.96,1.636,347.1,NNW,0,2.051,-0.098,0,0,0.87,0.857,0.985,0.747,0.688,0.922,0.475,0.446,0.94,1.048
2026-07-22T18:02:12Z,0.67,"9 km NE of Coso Junction, CA",495.7,3.4,57.0,pre-rdatac,1.144,1.156,1.23,1.01,1.409,120.5,ESE,0,0.006,2.369,0,0,0.866,0.897,1.036,0.726,0.697,0.96,0.483,0.466,0.964,1.074
2026-07-22T17:58:50Z,1.8,"83 km NE of Tonopah, Nevada",537.1,5.0,57.0,pre-rdatac,1.168,1.116,1.26,0.96,1.475,87.3,E,0,0.062,1.375,0,0,0.904,0.859,0.949,0.712,0.68,0.954,0.495,0.478,0.966,0.983
2026-07-22T17:53:24Z,0.75,"6 km NNW of The Geysers, CA",44.1,3.1,57.0,pre-rdatac,1.201,1.212,1.28,1.01,1.541,340.0,NNW,0,0.759,0.308,0,0,0.928,0.926,0.998,0.742,0.757,1.02,0.482,0.575,1.194,0.836
2026-07-22T17:20:52Z,3.5,"16 km NE of Yerington, Nevada",319.0,14.0,57.0,pre-rdatac,1.119,1.056,1.31,0.94,1.465,75.9,ENE,0,14.358,-0.991,0,0,0.844,0.82,0.972,0.711,0.64,0.9,0.479,0.455,0.952,1.021
2026-07-22T15:45:08Z,1.83,"17 km SE of Silver Springs, Nevada",322.5,6.5,57.0,pre-rdatac,1.056,1.161,1.74,1.1,1.84,71.6,ENE,0,0.299,0.789,0,0,0.812,0.894,1.101,0.649,0.708,1.091,0.439,0.505,1.149,0.958
2026-07-22T14:14:47Z,1.48,"15 km W of Round Valley, CA",356.7,1.5,57.0,pre-rdatac,0.704,0.743,1.36,1.06,0.957,107.5,ESE,0,0.103,0.969,0,0,0.56,0.603,1.076,0.417,0.429,1.027,0.385,0.386,1.002,1.074
2026-07-22T13:23:09Z,1.89,"7 km NW of The Geysers, CA",44.1,2.4,57.0,pre-rdatac,0.675,0.647,1.18,0.96,0.797,338.2,NNW,0,10.473,-1.119,0,0,0.557,0.546,0.981,0.365,0.343,0.938,0.397,0.371,0.933,1.052
2026-07-22T11:40:24Z,1.64,"93 km NE of Tonopah, Nevada",545.8,9.7,57.0,pre-rdatac,0.759,0.727,1.32,0.96,1.003,86.9,E,0,0.041,1.392,0,0,0.6,0.579,0.964,0.448,0.423,0.944,0.397,0.379,0.955,1.01
2026-07-22T11:16:00Z,1.12,"12 km SW of Searles Valley, CA",548.2,7.0,57.0,pre-rdatac,0.603,0.58,1.09,0.96,0.657,122.5,ESE,0,0.012,1.735,0,0,0.51,0.492,0.964,0.315,0.3,0.954,0.385,0.433,1.124,0.858
2026-07-22T11:10:06Z,1.67,"9 km SE of Cloverdale, CA",43.8,5.6,57.0,pre-rdatac,0.609,0.594,1.14,0.98,0.695,321.7,NW,0,6.364,-0.962,0,0,0.507,0.495,0.975,0.332,0.323,0.973,0.441,0.404,0.918,1.062
2026-07-22T11:10:00Z,1.05,"17 km WSW of Johannesburg, CA",554.0,8.1,57.0,pre-rdatac,0.605,0.627,1.41,1.04,0.853,127.8,SE,0,0.01,1.934,0,0,0.507,0.525,1.037,0.326,0.332,1.02,0.439,0.387,0.882,1.175
2026-07-22T10:37:25Z,2.07,"10 km SSE of Laytonville, CA",147.1,6.8,57.0,pre-rdatac,0.759,0.726,1.11,0.96,0.845,332.1,NNW,0,2.661,-0.498,0,0,0.621,0.59,0.951,0.414,0.403,0.974,0.371,0.367,0.992,0.959
2026-07-22T10:23:57Z,1.99,"3 km SE of Aromas, CA",196.6,6.1,57.0,pre-rdatac,0.768,0.765,1.2,1.0,0.922,153.0,SSE,0,1.294,-0.147,0,0,0.629,0.619,0.984,0.416,0.434,1.044,0.362,0.356,0.985,0.999
2026-07-22T09:48:07Z,1.89,"77 km NE of Tonopah, Nevada",533.8,0.0,57.0,pre-rdatac,0.721,0.784,1.31,1.09,0.945,88.0,E,0,0.078,1.082,0,0,0.588,0.634,1.077,0.4,0.458,1.145,0.379,0.429,1.134,0.95
2026-07-22T09:15:44Z,0.78,"14 km SW of Searles Valley, CA",546.5,7.5,57.0,pre-rdatac,0.873,0.793,1.22,0.91,1.066,122.6,ESE,0,0.006,2.28,0,0,0.687,0.648,0.943,0.524,0.439,0.838,0.415,0.372,0.897,1.051
2026-07-22T08:42:02Z,1.41,"18 km WSW of Johannesburg, CA",552.9,8.3,57.0,pre-rdatac,0.981,1.036,1.4,1.06,1.372,127.9,SE,0,0.023,1.778,0,0,0.772,0.822,1.064,0.577,0.604,1.046,0.428,0.413,0.965,1.103
2026-07-22T08:33:33Z,1.08,"9 km WNW of The Geysers, CA",45.0,2.4,57.0,pre-rdatac,1.027,1.033,1.39,1.01,1.429,334.8,NNW,0,1.58,-0.044,0,0,0.813,0.821,1.01,0.597,0.611,1.023,0.423,0.431,1.019,0.991
2026-07-22T08:30:18Z,0.92,"14 km W of Johannesburg, CA",550.7,4.8,57.0,pre-rdatac,1.062,1.048,1.43,0.99,1.514,127.2,SE,0,0.008,2.305,0,0,0.824,0.823,0.998,0.645,0.622,0.965,0.46,0.44,0.957,1.043
2026-07-22T07:06:20Z,1.9,"76 km ENE of Tonopah, Nevada",534.1,6.7,57.0,pre-rdatac,1.073,1.046,1.4,0.97,1.503,88.1,E,0,0.08,1.275,0,0,0.806,0.812,1.007,0.683,0.634,0.929,0.454,0.421,0.929,1.085
2026-07-22T06:53:38Z,1.55,"76 km ENE of Tonopah, Nevada",534.0,6.5,57.0,pre-rdatac,1.105,1.021,1.2,0.92,1.33,88.2,E,0,0.036,1.571,0,0,0.839,0.763,0.91,0.697,0.65,0.933,0.441,0.429,0.972,0.936
2026-07-22T06:43:11Z,2.33,"11 km SE of Willits, CA",114.4,4.5,57.0,pre-rdatac,1.107,1.063,1.31,0.96,1.452,331.3,NNW,0,7.378,-0.706,0,0,0.837,0.785,0.938,0.698,0.692,0.991,0.442,0.442,0.999,0.939
2026-07-22T06:16:53Z,1.79,"7 km WSW of Gilroy, CA",184.8,3.3,57.0,pre-rdatac,1.147,1.074,1.25,0.94,1.43,151.8,SSE,0,0.92,0.192,0,0,0.851,0.811,0.954,0.744,0.663,0.891,0.436,0.427,0.979,0.974
2026-07-22T05:41:25Z,1.31,"5 km N of Pinnacles, CA",246.1,9.9,57.0,pre-rdatac,1.082,1.095,1.46,1.01,1.585,147.6,SSE,0,0.17,0.97,0,0,0.8,0.841,1.052,0.701,0.672,0.958,0.45,0.428,0.95,1.107
2026-07-22T04:10:43Z,1.82,"56 km NE of Tonopah, Nevada",516.4,2.6,57.0,pre-rdatac,1.096,1.142,1.5,1.04,1.65,89.2,E,0,0.074,1.346,0,0,0.838,0.857,1.023,0.684,0.731,1.068,0.433,0.506,1.166,0.877
2026-07-22T04:01:35Z,1.11,"4 km NNW of The Geysers, CA",42.2,3.0,57.0,pre-rdatac,1.151,1.177,1.33,1.02,1.533,340.8,NNW,0,1.844,-0.08,0,0,0.887,0.909,1.025,0.71,0.726,1.022,0.479,0.467,0.976,1.051
2026-07-22T03:59:47Z,0.75,"2 km N of The Geysers, CA",39.8,1.7,57.0,pre-rdatac,1.163,1.234,1.92,1.06,2.231,343.3,NNW,0,0.868,0.41,0,0,0.892,0.96,1.076,0.728,0.746,1.025,0.475,0.494,1.04,1.035
2026-07-22T03:35:50Z,0.87,"7 km NW of The Geysers, CA",44.6,2.7,57.0,pre-rdatac,1.043,1.119,1.54,1.07,1.607,339.1,NNW,0,0.986,0.212,0,0,0.776,0.805,1.037,0.671,0.751,1.119,0.443,0.449,1.012,1.025
2026-07-22T03:33:51Z,1.28,"3 km WNW of Frazier Park, CA",518.1,12.4,57.0,pre-rdatac,1.11,1.087,1.27,0.98,1.406,139.9,SE,0,0.021,1.821,0,0,0.847,0.856,1.011,0.69,0.644,0.933,0.452,0.41,0.906,1.116
2026-07-22T03:27:45Z,1.22,"18 km WSW of Johannesburg, CA",553.0,8.6,57.0,pre-rdatac,1.121,1.168,1.69,1.04,1.892,127.8,SE,0,0.015,2.108,0,0,0.865,0.884,1.022,0.693,0.737,1.065,0.441,0.451,1.023,0.998
2026-07-22T02:40:39Z,1.0,"2 km SSW of Parkfield, CA",345.7,10.0,57.0,pre-rdatac,0.87,0.846,1.19,0.97,1.039,145.2,SE,0,0.037,1.449,0,0,0.706,0.694,0.983,0.493,0.469,0.95,0.37,0.395,1.067,0.921
2026-07-22T02:34:37Z,1.75,"76 km NE of Tonopah, Nevada",532.4,11.5,57.0,pre-rdatac,0.764,0.712,1.12,0.93,0.853,87.9,E,0,0.057,1.174,0,0,0.635,0.589,0.927,0.412,0.377,0.915,0.434,0.352,0.81,1.145
2026-07-22T02:31:22Z,1.52,"17 km SE of Silver Springs, Nevada",322.8,6.2,57.0,pre-rdatac,0.91,0.892,2.26,0.98,2.056,71.6,ENE,0,0.146,1.149,0,0,0.786,0.791,1.007,0.458,0.41,0.895,0.4,0.411,1.028,0.979
2026-07-22T02:26:12Z,1.66,"18 km SE of Silver Springs, Nevada",323.1,6.4,57.0,pre-rdatac,0.787,0.711,1.61,0.9,1.267,71.7,ENE,0,0.201,0.8,0,0,0.688,0.615,0.894,0.38,0.349,0.919,0.375,0.427,1.14,0.784
2026-07-22T02:24:50Z,1.77,"18 km SE of Silver Springs, Nevada",323.2,6.6,57.0,pre-rdatac,1.042,0.848,1.38,0.81,1.439,71.6,ENE,0,0.259,0.745,0,0,0.94,0.745,0.793,0.447,0.402,0.899,0.433,0.426,0.985,0.805
2026-07-22T01:46:35Z,1.26,"7 km WNW of Cobb, CA",45.8,2.2,57.0,pre-rdatac,0.793,0.794,1.38,1.0,1.092,339.4,NNW,0,2.342,-0.331,0,0,0.615,0.593,0.964,0.485,0.516,1.064,0.496,0.477,0.961,1.003
2026-07-22T01:16:39Z,0.71,"8 km NW of The Geysers, CA",45.3,1.8,57.0,pre-rdatac,0.783,0.732,1.3,0.93,1.019,338.2,NNW,0,0.668,0.183,0,0,0.599,0.557,0.931,0.494,0.461,0.932,0.511,0.525,1.029,0.905
2026-07-22T01:03:24Z,2.3,"77 km ENE of Tonopah, Nevada",534.8,10.0,57.0,pre-rdatac,0.79,0.766,1.18,0.97,0.936,88.2,E,0,0.2,0.671,0,0,0.603,0.576,0.955,0.492,0.488,0.992,0.481,0.465,0.968,0.986
2026-07-22T00:43:56Z,1.19,"3 km N of Pinnacles, CA",248.4,6.8,57.0,pre-rdatac,0.803,0.77,1.21,0.96,0.97,147.7,SSE,0,0.126,0.886,0,0,0.621,0.584,0.94,0.494,0.485,0.982,0.512,0.506,0.987,0.952
2026-07-22T00:30:11Z,1.82,"76 km ENE of Tonopah, Nevada",533.4,5.9,57.0,pre-rdatac,0.783,0.748,1.2,0.95,0.938,88.2,E,0,0.067,1.148,0,0,0.602,0.564,0.938,0.486,0.475,0.977,0.481,0.496,1.031,0.909
2026-07-22T00:13:18Z,2.27,"9 km SSW of Big Pine, CA",406.7,1.4,57.0,pre-rdatac,0.8,0.762,1.27,0.95,1.012,110.6,ESE,0,0.441,0.361,0,0,0.606,0.59,0.974,0.511,0.467,0.915,0.489,0.482,0.986,0.988
2026-07-21T23:30:06Z,1.55,"75 km ENE of Tonopah, Nevada",535.4,12.5,57.0,pre-rdatac,0.8,0.83,1.3,1.04,1.042,88.6,E,0,0.035,1.469,0,0,0.596,0.602,1.009,0.523,0.552,1.056,0.526,0.545,1.037,0.973
2026-07-21T23:02:15Z,1.48,"1 km SSE of Pacifica, CA",95.5,10.7,57.0,pre-rdatac,0.771,0.764,1.2,0.99,0.925,172.7,S,0,1.384,-0.175,0,0,0.572,0.559,0.978,0.502,0.506,1.009,0.496,0.513,1.034,0.946
2026-07-21T22:58:18Z,0.59,"2 km SSW of Cobb, CA",40.4,0.8,57.0,pre-rdatac,0.814,0.85,1.41,1.04,1.149,345.5,NNW,0,0.588,0.291,0,0,0.615,0.641,1.042,0.514,0.543,1.055,0.512,0.543,1.059,0.984
2026-07-21T21:48:09Z,2.16,"77 km ENE of Tonopah, Nevada",533.9,9.8,57.0,pre-rdatac,0.828,0.708,1.22,0.85,1.011,88.1,E,0,0.145,0.842,0,0,0.62,0.535,0.863,0.529,0.447,0.845,0.518,0.483,0.932,0.925
2026-07-21T21:46:36Z,1.65,"77 km ENE of Tonopah, Nevada",534.6,10.9,57.0,pre-rdatac,0.794,0.768,1.2,0.97,0.956,88.2,E,0,0.045,1.33,0,0,0.593,0.575,0.969,0.51,0.492,0.964,0.52,0.512,0.984,0.985
2026-07-21T21:20:00Z,0.28,"6 km WNW of Cobb, CA",46.2,7.8,57.0,pre-rdatac,0.763,0.794,1.36,1.04,1.039,342.1,NNW,0,0.242,0.633,0,0,0.581,0.615,1.058,0.475,0.475,0.998,0.486,0.49,1.01,1.048
2026-07-21T20:35:55Z,2.0,"81 km NE of Tonopah, Nevada",536.0,2.5,57.0,pre-rdatac,0.81,0.818,1.62,1.01,1.316,87.5,E,0,0.099,1.122,0,0,0.619,0.606,0.98,0.498,0.524,1.053,0.494,0.503,1.019,0.962
2026-07-21T20:25:11Z,1.3,"1 km NNE of The Geysers, CA",39.0,1.0,57.0,pre-rdatac,0.811,0.859,1.45,1.06,1.18,343.4,NNW,0,3.156,-0.427,0,0,0.622,0.651,1.048,0.501,0.538,1.074,0.501,0.509,1.017,1.031
2026-07-21T20:23:22Z,1.4,"9 km NNW of Rosamond, CA",555.2,-0.9,57.0,pre-rdatac,0.831,0.82,1.2,0.99,0.995,133.5,SE,0,0.022,1.654,0,0,0.628,0.62,0.986,0.525,0.509,0.969,0.517,0.51,0.987,0.999
2026-07-21T19:35:24Z,0.55,"16 km WSW of Johannesburg, CA",554.2,9.7,57.0,pre-rdatac,0.726,0.771,1.4,1.06,1.015,127.7,SE,0,0.003,2.51,0,0,0.546,0.571,1.047,0.458,0.497,1.085,0.48,0.501,1.042,1.005
2026-07-21T19:26:53Z,1.25,"13 km SE of Tehachapi, CA",537.1,-1.0,57.0,pre-rdatac,0.76,0.738,1.23,0.97,0.933,133.3,SE,0,0.018,1.726,0,0,0.584,0.556,0.952,0.465,0.461,0.992,0.474,0.493,1.04,0.915
2026-07-21T19:25:19Z,1.78,"15 km SE of Honey Lake, CA",281.6,8.6,57.0,pre-rdatac,0.764,0.813,1.61,1.06,1.229,46.9,NE,0,0.37,0.522,0,0,0.577,0.625,1.083,0.478,0.494,1.033,0.493,0.469,0.952,1.137
2026-07-21T19:20:31Z,1.73,"12 km ESE of Pinnacles, CA",259.9,5.3,57.0,pre-rdatac,0.742,0.755,1.5,1.02,1.117,146.3,SSE,0,0.396,0.45,0,0,0.548,0.572,1.043,0.477,0.472,0.988,0.506,0.503,0.995,1.049
2026-07-21T19:17:10Z,1.18,"3 km N of Anderson Springs, CA",42.3,15.9,57.0,pre-rdatac,0.74,0.727,1.19,0.98,0.878,350.2,N,0,2.157,-0.391,0,0,0.565,0.558,0.988,0.457,0.444,0.971,0.491,0.471,0.961,1.028
2026-07-21T19:16:57Z,1.08,"3 km E of The Geysers, CA",37.1,1.4,57.0,pre-rdatac,0.739,0.748,1.43,1.01,1.055,345.5,NNW,0,2.031,-0.284,0,0,0.566,0.567,1.002,0.456,0.463,1.015,0.488,0.486,0.996,1.007
2026-07-21T19:13:42Z,2.08,"76 km ENE of Tonopah, Nevada",533.0,5.3,57.0,pre-rdatac,0.744,0.747,1.25,1.0,0.927,88.1,E,0,0.122,0.882,0,0,0.547,0.565,1.032,0.482,0.466,0.967,0.487,0.498,1.022,1.01
2026-07-21T18:53:59Z,1.78,"17 km SE of Silver Springs, Nevada",322.9,6.3,57.0,pre-rdatac,0.847,0.817,1.4,0.96,1.183,71.5,ENE,0,0.265,0.649,0,0,0.644,0.618,0.959,0.528,0.507,0.96,0.512,0.481,0.94,1.021
2026-07-21T18:51:34Z,1.89,"76 km ENE of Tonopah, Nevada",534.7,10.4,57.0,pre-rdatac,0.879,0.825,1.48,0.94,1.304,88.3,E,0,0.078,1.225,0,0,0.679,0.625,0.92,0.527,0.519,0.985,0.512,0.511,0.998,0.921
2026-07-21T18:50:38Z,2.22,"75 km ENE of Tonopah, Nevada",533.3,6.7,57.0,pre-rdatac,0.851,0.839,1.24,0.99,1.054,88.3,E,0,0.168,0.799,0,0,0.656,0.63,0.96,0.522,0.528,1.012,0.527,0.527,1.001,0.959
2026-07-21T18:45:13Z,1.29,"7 km E of Lebec, CA",527.8,-1.2,57.0,pre-rdatac,0.748,0.853,1.33,1.14,0.998,138.4,SE,0,0.02,1.69,0,0,0.572,0.658,1.149,0.459,0.522,1.138,0.513,0.489,0.954,1.205
2026-07-21T18:21:31Z,1.21,"6 km NNE of Hollister, CA",204.5,10.2,57.0,pre-rdatac,0.753,0.751,1.3,1.0,0.976,147.3,SSE,0,0.199,0.692,0,0,0.559,0.541,0.967,0.477,0.487,1.021,0.494,0.51,1.033,0.936
2026-07-21T17:46:19Z,0.68,"8 km W of Cobb, CA",45.7,1.5,57.0,pre-rdatac,0.77,0.71,1.27,0.92,0.978,338.6,NNW,0,0.617,0.2,0,0,0.577,0.518,0.897,0.485,0.462,0.953,0.494,0.497,1.006,0.891
2026-07-21T17:20:38Z,0.69,"10 km W of The Geysers, CA",42.8,3.4,57.0,pre-rdatac,0.755,0.767,1.69,1.02,1.279,330.0,NNW,0,0.688,0.269,0,0,0.543,0.564,1.037,0.503,0.497,0.989,0.502,0.52,1.037,1.0
2026-07-21T17:10:41Z,1.04,"8 km NW of The Geysers, CA",45.3,1.9,57.0,pre-rdatac,0.744,0.758,1.31,1.02,0.971,338.0,NNW,0,1.429,-0.168,0,0,0.568,0.576,1.015,0.462,0.468,1.015,0.505,0.474,0.939,1.081
2026-07-21T16:51:10Z,0.31,"6 km NW of The Geysers, CA",43.9,1.7,57.0,pre-rdatac,0.752,0.76,1.24,1.01,0.93,339.5,NNW,0,0.277,0.526,0,0,0.585,0.593,1.013,0.453,0.457,1.008,0.487,0.479,0.982,1.031
2026-07-21T16:29:44Z,0.76,"7 km NW of The Geysers, CA",44.4,2.6,57.0,pre-rdatac,0.778,0.782,1.39,1.01,1.084,338.8,NNW,0,0.771,0.148,0,0,0.585,0.561,0.958,0.491,0.524,1.068,0.53,0.496,0.936,1.024
2026-07-21T16:03:07Z,0.7,"7 km WNW of Cobb, CA",45.4,2.1,57.0,pre-rdatac,0.797,0.819,1.32,1.03,1.049,340.3,NNW,0,0.651,0.207,0,0,0.611,0.587,0.96,0.493,0.548,1.111,0.5,0.505,1.011,0.95
2026-07-21T15:44:07Z,0.72,"10 km NW of The Geysers, CA",47.2,1.5,57.0,pre-rdatac,0.874,0.825,1.23,0.94,1.074,336.9,NNW,0,0.649,0.219,0,0,0.669,0.619,0.926,0.544,0.522,0.96,0.516,0.541,1.049,0.882
2026-07-21T15:20:17Z,0.69,"8 km ENE of Coso Junction, CA",498.8,2.6,57.0,pre-rdatac,0.769,0.733,1.13,0.95,0.869,120.8,ESE,0,0.006,2.147,0,0,0.592,0.543,0.916,0.471,0.475,1.009,0.5,0.516,1.03,0.889
2026-07-21T15:08:38Z,0.75,"7 km NW of The Geysers, CA",44.3,2.9,57.0,pre-rdatac,0.775,0.758,1.22,0.98,0.947,338.4,NNW,0,0.755,0.099,0,0,0.577,0.551,0.954,0.496,0.5,1.007,0.515,0.483,0.938,1.017
2026-07-21T14:39:41Z,1.22,"15 km W of Malibu, CA",595.2,16.2,57.0,pre-rdatac,0.801,0.787,1.42,0.98,1.139,145.4,SE,0,0.011,2.002,0,0,0.606,0.608,1.003,0.504,0.483,0.958,0.499,0.523,1.048,0.958
2026-07-21T14:32:16Z,0.7,"1 km ENE of The Geysers, CA",39.3,9.1,57.0,pre-rdatac,0.755,0.816,1.45,1.08,1.097,343.0,NNW,0,0.786,0.145,0,0,0.557,0.618,1.109,0.489,0.502,1.028,0.497,0.518,1.042,1.064
2026-07-21T14:21:48Z,1.8,"13 km E of Willow Creek, CA",288.3,28.1,57.0,pre-rdatac,0.762,0.726,1.28,0.95,0.976,345.4,NNW,0,0.366,0.426,0,0,0.586,0.544,0.928,0.464,0.463,0.998,0.506,0.483,0.955,0.971
2026-07-21T13:43:59Z,1.6,"6 km SE of Markleeville, CA",251.0,0.6,57.0,pre-rdatac,0.759,0.797,1.36,1.05,1.035,83.9,E,0,0.317,0.514,0,0,0.564,0.604,1.07,0.491,0.505,1.029,0.515,0.525,1.018,1.052
2026-07-21T13:36:11Z,0.85,"12 km SSW of Searles Valley, CA",555.4,5.5,57.0,pre-rdatac,0.918,0.754,1.34,0.82,1.225,122.4,ESE,0,0.006,2.295,0,0,0.719,0.585,0.814,0.545,0.45,0.824,0.511,0.477,0.933,0.872
2026-07-21T11:18:45Z,0.64,"9 km ESE of Coso Junction, CA",501.8,2.4,57.0,pre-rdatac,0.822,0.725,1.07,0.88,0.88,121.1,ESE,0,0.005,2.211,0,0,0.619,0.52,0.84,0.522,0.491,0.939,0.482,0.52,1.079,0.779
2026-07-21T10:36:51Z,1.55,"8 km SSW of Byron, CA",112.3,13.1,57.0,pre-rdatac,0.737,0.743,1.37,1.01,1.011,130.5,SE,0,1.261,-0.096,0,0,0.544,0.555,1.02,0.48,0.471,0.981,0.494,0.47,0.95,1.073
2026-07-21T09:41:05Z,0.68,"10 km WNW of The Geysers, CA",46.3,2.7,57.0,pre-rdatac,0.798,0.725,1.15,0.91,0.915,333.9,NNW,0,0.607,0.178,0,0,0.589,0.535,0.909,0.517,0.472,0.912,0.505,0.447,0.885,1.027
2026-07-21T09:07:44Z,2.01,"16 km NW of Pinnacles, CA",235.5,4.9,57.0,pre-rdatac,0.766,0.714,1.07,0.93,0.823,149.2,SSE,0,0.935,-0.056,0,0,0.56,0.521,0.932,0.506,0.47,0.927,0.534,0.453,0.847,1.1
2026-07-21T08:52:24Z,2.27,"7 km ENE of Los Alamos, CA",463.9,2.2,57.0,pre-rdatac,0.739,0.755,1.42,1.02,1.052,151.5,SSE,0,0.297,0.549,0,0,0.531,0.555,1.046,0.497,0.497,1.0,0.459,0.438,0.954,1.096
2026-07-21T08:33:20Z,1.09,"6 km NNW of The Geysers, CA",44.1,2.6,57.0,pre-rdatac,0.769,0.708,1.11,0.92,0.85,340.1,NNW,0,1.659,-0.29,0,0,0.553,0.522,0.943,0.515,0.455,0.883,0.479,0.439,0.917,1.029
2026-07-21T08:15:21Z,1.26,"8 km NW of The Geysers, CA",45.6,1.8,57.0,pre-rdatac,0.939,1.058,1.83,1.13,1.715,337.9,NNW,0,2.355,-0.138,0,0,0.722,0.823,1.14,0.585,0.633,1.084,0.512,0.537,1.048,1.088
2026-07-21T08:10:05Z,0.45,"14 km SW of Searles Valley, CA",546.8,7.0,57.0,pre-rdatac,0.832,0.738,1.08,0.89,0.897,122.6,ESE,0,0.003,2.536,0,0,0.646,0.539,0.834,0.506,0.487,0.963,0.483,0.455,0.942,0.885
2026-07-21T08:03:24Z,1.11,"2 km W of Frazier Park, CA",519.5,7.8,57.0,pre-rdatac,0.758,0.785,1.55,1.04,1.175,140.0,SE,0,0.014,1.917,0,0,0.551,0.594,1.079,0.504,0.499,0.99,0.472,0.481,1.017,1.06
2026-07-21T07:02:11Z,1.41,"3 km NW of The Geysers, CA",41.4,3.2,57.0,pre-rdatac,0.696,0.787,1.82,1.13,1.269,340.3,NNW,0,3.767,-0.472,0,0,0.508,0.576,1.134,0.463,0.517,1.117,0.497,0.501,1.008,1.125
2026-07-21T06:10:40Z,0.61,"14 km ENE of Ridgecrest, CA",547.0,2.5,57.0,pre-rdatac,0.839,0.853,1.47,1.02,1.23,122.8,ESE,0,0.004,2.514,0,0,0.656,0.66,1.005,0.504,0.52,1.032,0.52,0.519,0.999,1.006
2026-07-21T06:10:15Z,0.21,"15 km ENE of Ridgecrest, CA",546.3,6.9,57.0,pre-rdatac,0.815,0.931,1.67,1.14,1.361,122.7,ESE,0,0.002,2.956,0,0,0.631,0.733,1.163,0.496,0.553,1.113,0.522,0.52,0.997,1.166
2026-07-21T05:17:56Z,2.24,"11 km ESE of Gilroy, CA",194.5,4.8,57.0,pre-rdatac,0.754,0.762,1.39,1.01,1.05,147.6,SSE,0,2.349,-0.35,0,0,0.55,0.561,1.019,0.499,0.498,0.998,0.534,0.538,1.007,1.013
2026-07-21T05:12:59Z,1.64,"11 km ESE of Gilroy, CA",194.5,5.2,57.0,pre-rdatac,0.748,0.724,1.19,0.97,0.893,147.6,SSE,0,0.59,0.18,0,0,0.565,0.525,0.929,0.473,0.481,1.016,0.489,0.545,1.114,0.833
2026-07-21T05:10:57Z,0.61,"2 km N of The Geysers, CA",40.3,4.5,57.0,pre-rdatac,0.745,0.739,1.24,0.99,0.923,343.0,NNW,0,0.619,0.174,0,0,0.557,0.537,0.965,0.475,0.493,1.037,0.52,0.483,0.93,1.038
2026-07-21T05:09:38Z,1.2,"5 km SSW of Gilroy, CA",189.9,6.4,57.0,pre-rdatac,0.747,0.768,1.46,1.03,1.093,150.8,SSE,0,0.224,0.687,0,0,0.547,0.581,1.063,0.487,0.477,0.979,0.518,0.482,0.932,1.14
2026-07-21T04:38:22Z,1.55,"4 km NW of Laytonville, CA",161.0,9.0,57.0,pre-rdatac,0.784,0.748,1.1,0.95,0.864,331.3,NNW,0,0.685,0.101,0,0,0.569,0.566,0.995,0.52,0.474,0.911,0.536,0.512,0.956,1.04
2026-07-21T03:48:16Z,2.14,"18 km SE of Silver Springs, Nevada",323.4,6.9,57.0,pre-rdatac,0.71,0.688,1.03,0.97,0.729,71.6,ENE,0,0.605,0.081,0,0,0.566,0.532,0.94,0.415,0.429,1.032,0.388,0.403,1.038,0.906
2026-07-21T02:18:53Z,2.84,"158 km W of Petrolia, CA",375.7,10.0,57.0,pre-rdatac,0.817,0.697,0.96,0.85,0.784,307.4,NW,0,2.046,-0.417,0,0,0.617,0.56,0.907,0.521,0.412,0.791,0.443,0.38,0.857,1.059
2026-07-21T01:48:25Z,1.68,"17 km SE of Silver Springs, Nevada",323.2,6.5,57.0,pre-rdatac,0.666,1.115,3.56,1.67,2.371,71.6,ENE,0,0.21,1.052,0,0,0.527,0.973,1.845,0.394,0.515,1.305,0.374,0.416,1.112,1.66
2026-07-21T01:29:13Z,0.35,"4 km NW of The Geysers, CA",41.7,4.4,57.0,pre-rdatac,0.843,0.695,0.86,0.82,0.724,338.8,NNW,0,0.325,0.348,0,0,0.716,0.557,0.778,0.43,0.403,0.937,0.372,0.382,1.027,0.758
2026-07-21T01:23:29Z,2.78,"18 km SE of Silver Springs, Nevada",323.9,7.8,57.0,pre-rdatac,0.845,0.84,1.11,0.99,0.935,71.7,ENE,0,2.633,-0.449,0,0,0.714,0.729,1.02,0.432,0.4,0.926,0.387,0.351,0.908,1.123
